etype	eid	properties	linkedEntities
movie	0056193	{"title":"Lolita (1962)"}	
movie	0056217	{"title":"The Man Who Shot Liberty Valance (1962)"}	
movie	0056255	{"title":"Mr. Hobbs Takes a Vacation (1962)"}	
movie	0056576	{"title":"The Damned (1963)"}	
movie	0056592	{"title":"To Kill a Mockingbird (1962)"}	
movie	0056663	{"title":"Vivre sa vie: Film en douze tableaux (1962)"}	
movie	0056687	{"title":"What Ever Happened to Baby Jane? (1962)"}	
movie	0056869	{"title":"The Birds (1963)"}	
movie	0056983	{"title":"Dementia 13 (1963)"}	
movie	0057012	{"title":"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)"}	
movie	0057076	{"title":"From Russia with Love (1963)"}	
movie	0057115	{"title":"The Great Escape (1963)"}	
movie	0057427	{"title":"Le proc\u00E8s (1962)"}	
movie	0057480	{"title":"Scum of the Earth (1963)"}	
movie	0058150	{"title":"Goldfinger (1964)"}	
movie	0058182	{"title":"A Hard Day's Night (1964)"}	
movie	0058331	{"title":"Mary Poppins (1964)"}	
movie	0058425	{"title":"Of Human Bondage (1964)"}	
movie	0058715	{"title":"Il vangelo secondo Matteo (1964)"}	
movie	0058777	{"title":"Zulu (1964)"}	
movie	0058863	{"title":"La 317\u00E8me section (1965)"}	
movie	0059282	{"title":"Hot Enough for June (1964)"}	
movie	0059319	{"title":"The Ipcress File (1965)"}	
movie	0059604	{"title":"El planeta de las mujeres invasoras (1967)"}	
movie	0059646	{"title":"Repulsion (1965)"}	
movie	0059800	{"title":"Thunderball (1965)"}	
movie	0060153	{"title":"Batman (1966)"}	
movie	0060196	{"title":"Il buono, il brutto, il cattivo. (1966)"}	
movie	0060315	{"title":"Django (1966)"}	
movie	0060773	{"title":"Objectif: 500 millions (1966)"}	
movie	0061405	{"title":"Billion Dollar Brain (1967)"}	
movie	0061512	{"title":"Cool Hand Luke (1967)"}	
movie	0061722	{"title":"The Graduate (1967)"}	
movie	0062055	{"title":"The Nude Restaurant (1967)"}	
movie	0062136	{"title":"Playtime (1967)"}	
movie	0062271	{"title":"Signore & signori (1966)"}	
movie	0062512	{"title":"You Only Live Twice (1967)"}	
movie	0062622	{"title":"2001: A Space Odyssey (1968)"}	
movie	0062994	{"title":"Funny Girl (1968)"}	
movie	0063285	{"title":"Witchfinder General (1968)"}	
movie	0063350	{"title":"Night of the Living Dead (1968)"}	
movie	0063442	{"title":"Planet of the Apes (1968)"}	
movie	0063462	{"title":"The Producers (1968)"}	
movie	0063522	{"title":"Rosemary's Baby (1968)"}	
movie	0063555	{"title":"Sayat Nova (1968)"}	
movie	0063599	{"title":"The Shoes of the Fisherman (1968)"}	
movie	0064115	{"title":"Butch Cassidy and the Sundance Kid (1969)"}	
movie	0064276	{"title":"Easy Rider (1969)"}	
movie	0064541	{"title":"Kes (1969)"}	
movie	0064603	{"title":"The Love Bug (1968)"}	
movie	0064665	{"title":"Midnight Cowboy (1969)"}	
movie	0064757	{"title":"On Her Majesty's Secret Service (1969)"}	
movie	0065088	{"title":"They Shoot Horses, Don't They? (1969)"}	
movie	0065126	{"title":"True Grit (1969)"}	
movie	0065207	{"title":"Where Eagles Dare (1968)"}	
movie	0065421	{"title":"The AristoCats (1970)"}	
movie	0065489	{"title":"Brancaleone alle crociate (1970)"}	
movie	0065724	{"title":"Five Easy Pieces (1970)"}	
movie	0065938	{"title":"Kelly's Heroes (1970)"}	
movie	0066011	{"title":"Love Story (1970)"}	
movie	0066580	{"title":"Woodstock (1970)"}	
movie	0066730	{"title":"10 Rillington Place (1971)"}	
movie	0066895	{"title":"Carry on at Your Convenience (1971)"}	
movie	0066921	{"title":"A Clockwork Orange (1971)"}	
movie	0066963	{"title":"Dad's Army (1971)"}	
movie	0066995	{"title":"Diamonds Are Forever (1971)"}	
movie	0066999	{"title":"Dirty Harry (1971)"}	
movie	0067085	{"title":"Fata Morgana (1971)"}	
movie	0067116	{"title":"The French Connection (1971)"}	
movie	0067185	{"title":"Harold and Maude (1971)"}	
movie	0067277	{"title":"Johnny Got His Gun (1971)"}	
movie	0067625	{"title":"Proverka na dorogakh (1971)"}	
movie	0067756	{"title":"Silent Running (1972)"}	
movie	0067927	{"title":"Vanishing Point (1971)"}	
movie	0067959	{"title":"Walkabout (1971)"}	
movie	0067975	{"title":"What's the Matter with Helen? (1971)"}	
movie	0067983	{"title":"Whoever Slew Auntie Roo? (1972)"}	
movie	0067989	{"title":"Wild Rovers (1971)"}	
movie	0068282	{"title":"Black Mama, White Mama (1973)"}	
movie	0068285	{"title":"Bless This House (1972)"}	
movie	0068339	{"title":"Carry on Matron (1972)"}	
movie	0068408	{"title":"Conquest of the Planet of the Apes (1972)"}	
movie	0068646	{"title":"The Godfather (1972)"}	
movie	0068767	{"title":"Jing wu men (1972)"}	
movie	0069089	{"title":"Pink Flamingos (1972)"}	
movie	0069289	{"title":"Snoopy Come Home (1972)"}	
movie	0069786	{"title":"Billy Two Hats (1974)"}	
movie	0069847	{"title":"Carry on Abroad (1972)"}	
movie	0069995	{"title":"Don't Look Now (1973)"}	
movie	0070034	{"title":"Enter the Dragon (1973)"}	
movie	0070047	{"title":"The Exorcist (1973)"}	
movie	0070155	{"title":"The Harder They Come (1972)"}	
movie	0070290	{"title":"The Last Detail (1973)"}	
movie	0070328	{"title":"Live and Let Die (1973)"}	
movie	0070510	{"title":"Paper Moon (1973)"}	
movie	0070511	{"title":"Papillon (1973)"}	
movie	0070666	{"title":"Serpico (1973)"}	
movie	0070723	{"title":"Soylent Green (1973)"}	
movie	0070791	{"title":"Theatre of Blood (1973)"}	
movie	0070800	{"title":"Tian xia di yi quan (1972)"}	
movie	0070849	{"title":"Ultimo tango a Parigi (1972)"}	
movie	0071315	{"title":"Chinatown (1974)"}	
movie	0071360	{"title":"The Conversation (1974)"}	
movie	0071411	{"title":"Dersu Uzala (1975)"}	
movie	0071412	{"title":"The Marseille Contract (1974)"}	
movie	0071562	{"title":"The Godfather: Part II (1974)"}	
movie	0071571	{"title":"Gone in 60 Seconds (1974)"}	
movie	0071615	{"title":"The Holy Mountain (1973)"}	
movie	0071807	{"title":"The Man with the Golden Gun (1974)"}	
movie	0071853	{"title":"Monty Python and the Holy Grail (1975)"}	
movie	0071877	{"title":"Murder on the Orient Express (1974)"}	
movie	0072251	{"title":"The Taking of Pelham One Two Three (1974)"}	
movie	0072684	{"title":"Barry Lyndon (1975)"}	
movie	0073076	{"title":"Grey Gardens (1975)"}	
movie	0073195	{"title":"Jaws (1975)"}	
movie	0073349	{"title":"Mandingo (1975)"}	
movie	0073486	{"title":"One Flew Over the Cuckoo's Nest (1975)"}	
movie	0073629	{"title":"The Rocky Horror Picture Show (1975)"}	
movie	0073631	{"title":"Rollerball (1975)"}	
movie	0073747	{"title":"The Stepford Wives (1975)"}	
movie	0074119	{"title":"All the President's Men (1976)"}	
movie	0074256	{"title":"Bugsy Malone (1976)"}	
movie	0074281	{"title":"Car Wash (1976)"}	
movie	0074285	{"title":"Carrie (1976)"}	
movie	0074483	{"title":"The Enforcer (1976)"}	
movie	0074812	{"title":"Logan's Run (1976)"}	
movie	0074958	{"title":"Network (1976)"}	
movie	0075148	{"title":"Rocky (1976)"}	
movie	0075177	{"title":"Sebastiane (1976)"}	
movie	0075223	{"title":"Silver Streak (1976)"}	
movie	0075314	{"title":"Taxi Driver (1976)"}	
movie	0075404	{"title":"Voskhozhdeniye (1977)"}	
movie	0075686	{"title":"Annie Hall (1977)"}	
movie	0075718	{"title":"The Bad News Bears in Breaking Training (1977)"}	
movie	0075784	{"title":"A Bridge Too Far (1977)"}	
movie	0075824	{"title":"Cet obscur objet du d\u00E9sir (1977)"}	
movie	0075860	{"title":"Close Encounters of the Third Kind (1977)"}	
movie	0076257	{"title":"The Kentucky Fried Movie (1977)"}	
movie	0076538	{"title":"Pete's Dragon (1977)"}	
movie	0076578	{"title":"Pumping Iron (1977)"}	
movie	0076734	{"title":"Soldaat van Oranje (1977)"}	
movie	0076740	{"title":"Sorcerer (1977)"}	
movie	0076752	{"title":"The Spy Who Loved Me (1977)"}	
movie	0076759	{"title":"Star Wars (1977)"}	
movie	0076786	{"title":"Suspiria (1977)"}	
movie	0076843	{"title":"The Turning Point (1977)"}	
movie	0077288	{"title":"La cage aux folles (1978)"}	
movie	0077402	{"title":"Dawn of the Dead (1978)"}	
movie	0077416	{"title":"The Deer Hunter (1978)"}	
movie	0077450	{"title":"Dominique (1979)"}	
movie	0077631	{"title":"Grease (1978)"}	
movie	0077742	{"title":"Interiors (1978)"}	
movie	0077928	{"title":"Midnight Express (1978)"}	
movie	0078748	{"title":"Alien (1979)"}	
movie	0078754	{"title":"All That Jazz (1979)"}	
movie	0078788	{"title":"Apocalypse Now (1979)"}	
movie	0078841	{"title":"Being There (1979)"}	
movie	0078935	{"title":"Cannibal Holocaust (1980)"}	
movie	0079073	{"title":"Dracula (1979)"}	
movie	0079095	{"title":"Die Ehe der Maria Braun (1979)"}	
movie	0079116	{"title":"Escape from Alcatraz (1979)"}	
movie	0079227	{"title":"Good Guys Wear Black (1978)"}	
movie	0079417	{"title":"Kramer vs. Kramer (1979)"}	
movie	0079522	{"title":"Manhattan (1979)"}	
movie	0079574	{"title":"Moonraker (1979)"}	
movie	0079817	{"title":"Rocky II (1979)"}	
movie	0079826	{"title":"The Rose (1979)"}	
movie	0079871	{"title":"Scum (1979)"}	
movie	0080120	{"title":"The Warriors (1979)"}	
movie	0080339	{"title":"Airplane! (1980)"}	
movie	0080455	{"title":"The Blues Brothers (1980)"}	
movie	0080503	{"title":"La casa sperduta nel parco (1980)"}	
movie	0080569	{"title":"Cruising (1980)"}	
movie	0080678	{"title":"The Elephant Man (1980)"}	
movie	0080684	{"title":"Star Wars: Episode V - The Empire Strikes Back (1980)"}	
movie	0080736	{"title":"The Final Countdown (1980)"}	
movie	0080761	{"title":"Friday the 13th (1980)"}	
movie	0081318	{"title":"Paura nella citt\u00E0 dei morti viventi (1980)"}	
movie	0081398	{"title":"Raging Bull (1980)"}	
movie	0081505	{"title":"The Shining (1980)"}	
movie	0082094	{"title":"The Boogens (1981)"}	
movie	0082158	{"title":"Chariots of Fire (1981)"}	
movie	0082176	{"title":"Christiane F. - Wir Kinder vom Bahnhof Zoo (1981)"}	
movie	0082256	{"title":"Delitto al ristorante cinese (1981)"}	
movie	0082398	{"title":"For Your Eyes Only (1981)"}	
movie	0082418	{"title":"Friday the 13th Part 2 (1981)"}	
movie	0082495	{"title":"Halloween II (1981)"}	
movie	0082508	{"title":"Heartland (1979)"}	
movie	0082748	{"title":"Mil gritos tiene la noche (1982)"}	
movie	0082782	{"title":"My Bloody Valentine (1981)"}	
movie	0082951	{"title":"The Prowler (1981)"}	
movie	0082971	{"title":"Raiders of the Lost Ark (1981)"}	
movie	0082979	{"title":"Reds (1981)"}	
movie	0083624	{"title":"Basket Case (1982)"}	
movie	0083658	{"title":"Blade Runner (1982)"}	
movie	0083907	{"title":"The Evil Dead (1981)"}	
movie	0083972	{"title":"Friday the 13th Part III (1982)"}	
movie	0083987	{"title":"Gandhi (1982)"}	
movie	0084021	{"title":"Grease 2 (1982)"}	
movie	0084726	{"title":"Star Trek: The Wrath of Khan (1982)"}	
movie	0084787	{"title":"The Thing (1982)"}	
movie	0084805	{"title":"Tootsie (1982)"}	
movie	0085271	{"title":"Brainstorm (1983)"}	
movie	0085794	{"title":"The King of Comedy (1983)"}	
movie	0085959	{"title":"The Meaning of Life (1983)"}	
movie	0086066	{"title":"The Outsiders (1983)"}	
movie	0086154	{"title":"Psycho II (1983)"}	
movie	0086190	{"title":"Star Wars: Episode VI - Return of the Jedi (1983)"}	
movie	0086250	{"title":"Scarface (1983)"}	
movie	0086383	{"title":"Sudden Impact (1983)"}	
movie	0086393	{"title":"Superman III (1983)"}	
movie	0086425	{"title":"Terms of Endearment (1983)"}	
movie	0086465	{"title":"Trading Places (1983)"}	
movie	0086879	{"title":"Amadeus (1984)"}	
movie	0086960	{"title":"Beverly Hills Cop (1984)"}	
movie	0086969	{"title":"Birdy (1984)"}	
movie	0087078	{"title":"Conan the Destroyer (1984)"}	
movie	0087182	{"title":"Dune (1984)"}	
movie	0087291	{"title":"Frankenweenie (1984)"}	
movie	0087298	{"title":"Friday the 13th: The Final Chapter (1984)"}	
movie	0087332	{"title":"Ghost Busters (1984)"}	
movie	0087363	{"title":"Gremlins (1984)"}	
movie	0087385	{"title":"Hardbodies (1984)"}	
movie	0087469	{"title":"Indiana Jones and the Temple of Doom (1984)"}	
movie	0087538	{"title":"The Karate Kid (1984)"}	
movie	0087553	{"title":"The Killing Fields (1984)"}	
movie	0087727	{"title":"Missing in Action (1984)"}	
movie	0087800	{"title":"A Nightmare on Elm Street (1984)"}	
movie	0087803	{"title":"Nineteen Eighty-Four (1984)"}	
movie	0087843	{"title":"Once Upon a Time in America (1984)"}	
movie	0087928	{"title":"Police Academy (1984)"}	
movie	0087968	{"title":"Racing with the Moon (1984)"}	
movie	0087985	{"title":"Red Dawn (1984)"}	
movie	0088170	{"title":"Star Trek III: The Search for Spock (1984)"}	
movie	0088286	{"title":"Top Secret! (1984)"}	
movie	0088763	{"title":"Back to the Future (1985)"}	
movie	0088814	{"title":"The Black Cauldron (1985)"}	
movie	0088846	{"title":"Brazil (1985)"}	
movie	0088847	{"title":"The Breakfast Club (1985)"}	
movie	0088930	{"title":"Clue (1985)"}	
movie	0088944	{"title":"Commando (1985)"}	
movie	0089013	{"title":"D\u00E8moni (1985)"}	
movie	0089155	{"title":"Fletch (1985)"}	
movie	0089218	{"title":"The Goonies (1985)"}	
movie	0089461	{"title":"The Last Dragon (1985)"}	
movie	0089470	{"title":"The Legend of Billie Jean (1985)"}	
movie	0089530	{"title":"Mad Max Beyond Thunderdome (1985)"}	
movie	0089670	{"title":"European Vacation (1985)"}	
movie	0089686	{"title":"A Nightmare on Elm Street Part 2: Freddy's Revenge (1985)"}	
movie	0089822	{"title":"Police Academy 2: Their First Assignment (1985)"}	
movie	0089904	{"title":"Restless Natives (1985)"}	
movie	0089908	{"title":"Return to Oz (1985)"}	
movie	0090142	{"title":"Teen Wolf (1985)"}	
movie	0090180	{"title":"To Live and Die in L.A. (1985)"}	
movie	0090264	{"title":"A View to a Kill (1985)"}	
movie	0090305	{"title":"Weird Science (1985)"}	
movie	0090319	{"title":"White Nights (1985)"}	
movie	0090570	{"title":"84 Charing Cross Road (1987)"}	
movie	0090605	{"title":"Aliens (1986)"}	
movie	0090655	{"title":"April Fool's Day (1986)"}	
movie	0090670	{"title":"At Close Range (1986)"}	
movie	0090728	{"title":"Big Trouble in Little China (1986)"}	
movie	0090859	{"title":"Cobra (1986)"}	
movie	0090966	{"title":"Down and Out in Beverly Hills (1986)"}	
movie	0090967	{"title":"Down by Law (1986)"}	
movie	0091042	{"title":"Ferris Bueller's Day Off (1986)"}	
movie	0091167	{"title":"Hannah and Her Sisters (1986)"}	
movie	0091187	{"title":"Heartbreak Ridge (1986)"}	
movie	0091369	{"title":"Labyrinth (1986)"}	
movie	0091431	{"title":"Long xiong hu di (1986)"}	
movie	0091474	{"title":"Manhunter (1986)"}	
movie	0091670	{"title":"Offret (1986)"}	
movie	0091763	{"title":"Platoon (1986)"}	
movie	0091777	{"title":"Police Academy 3: Back in Training (1986)"}	
movie	0091778	{"title":"Poltergeist II: The Other Side (1986)"}	
movie	0091790	{"title":"Pretty in Pink (1986)"}	
movie	0091799	{"title":"Psycho III (1986)"}	
movie	0092005	{"title":"Stand by Me (1986)"}	
movie	0092067	{"title":"Tenk\u00FB no shiro Rapyuta (1986)"}	
movie	0092074	{"title":"TerrorVision (1986)"}	
movie	0092099	{"title":"Top Gun (1986)"}	
movie	0092106	{"title":"The Transformers: The Movie (1986)"}	
movie	0092890	{"title":"Dirty Dancing (1987)"}	
movie	0092965	{"title":"Empire of the Sun (1987)"}	
movie	0093044	{"title":"The Fourth Protocol (1987)"}	
movie	0093058	{"title":"Full Metal Jacket (1987)"}	
movie	0093075	{"title":"The Gate (1987)"}	
movie	0093105	{"title":"Good Morning, Vietnam (1987)"}	
movie	0093171	{"title":"Hell Comes to Frogtown (1988)"}	
movie	0093177	{"title":"Hellraiser (1987)"}	
movie	0093191	{"title":"Der Himmel \u00FCber Berlin (1987)"}	
movie	0093260	{"title":"Innerspace (1987)"}	
movie	0093389	{"title":"The Last Emperor (1987)"}	
movie	0093409	{"title":"Lethal Weapon (1987)"}	
movie	0093437	{"title":"The Lost Boys (1987)"}	
movie	0093507	{"title":"Masters of the Universe (1987)"}	
movie	0093565	{"title":"Moonstruck (1987)"}	
movie	0093629	{"title":"A Nightmare on Elm Street 3: Dream Warriors (1987)"}	
movie	0093748	{"title":"Planes, Trains & Automobiles (1987)"}	
movie	0093756	{"title":"Police Academy 4: Citizens on Patrol (1987)"}	
movie	0093773	{"title":"Predator (1987)"}	
movie	0093779	{"title":"The Princess Bride (1987)"}	
movie	0093870	{"title":"RoboCop (1987)"}	
movie	0093894	{"title":"The Running Man (1987)"}	
movie	0094012	{"title":"Spaceballs (1987)"}	
movie	0094025	{"title":"Stakeout (1987)"}	
movie	0094070	{"title":"Summer Camp Nightmare (1987)"}	
movie	0094074	{"title":"Superman IV: The Quest for Peace (1987)"}	
movie	0094142	{"title":"Throw Momma from the Train (1987)"}	
movie	0094226	{"title":"The Untouchables (1987)"}	
movie	0094291	{"title":"Wall Street (1987)"}	
movie	0094336	{"title":"Withnail & I (1987)"}	
movie	0094608	{"title":"The Accused (1988)"}	
movie	0094678	{"title":"Arthur 2: On the Rocks (1988)"}	
movie	0094737	{"title":"Big (1988)"}	
movie	0094761	{"title":"The Blob (1988)"}	
movie	0094842	{"title":"Casa mia casa mia... (1988)"}	
movie	0094889	{"title":"Cocktail (1988)"}	
movie	0094921	{"title":"Crossing Delancey (1988)"}	
movie	0095016	{"title":"Die Hard (1988)"}	
movie	0095050	{"title":"Dominick and Eugene (1988)"}	
movie	0095159	{"title":"A Fish Called Wanda (1988)"}	
movie	0095174	{"title":"Frantic (1988)"}	
movie	0095250	{"title":"Le grand bleu (1988)"}	
movie	0095327	{"title":"Hotaru no haka (1988)"}	
movie	0095631	{"title":"Midnight Run (1988)"}	
movie	0095647	{"title":"Mississippi Burning (1988)"}	
movie	0095675	{"title":"Mujeres al borde de un ataque de nervios (1988)"}	
movie	0095690	{"title":"Mystic Pizza (1988)"}	
movie	0095719	{"title":"The Nest (1988)"}	
movie	0095730	{"title":"The Night Before (1988)"}	
movie	0095742	{"title":"A Nightmare on Elm Street 4: The Dream Master (1988)"}	
movie	0095765	{"title":"Cinema Paradiso (1988)"}	
movie	0095882	{"title":"Police Academy 5: Assignment: Miami Beach (1988)"}	
movie	0095904	{"title":"Prison (1988)"}	
movie	0095953	{"title":"Rain Man (1988)"}	
movie	0095956	{"title":"Rambo III (1988)"}	
movie	0096054	{"title":"School Daze (1988)"}	
movie	0096256	{"title":"They Live (1988)"}	
movie	0096289	{"title":"Torch Song Trilogy (1988)"}	
movie	0096438	{"title":"Who Framed Roger Rabbit (1988)"}	
movie	0096446	{"title":"Willow (1988)"}	
movie	0096487	{"title":"Young Guns (1988)"}	
movie	0096734	{"title":"The 'Burbs (1989)"}	
movie	0096754	{"title":"The Abyss (1989)"}	
movie	0096969	{"title":"Born on the Fourth of July (1989)"}	
movie	0097108	{"title":"The Cook, the Thief, His Wife & Her Lover (1989)"}	
movie	0097165	{"title":"Dead Poets Society (1989)"}	
movie	0097239	{"title":"Driving Miss Daisy (1989)"}	
movie	0097428	{"title":"Ghostbusters II (1989)"}	
movie	0097441	{"title":"Glory (1989)"}	
movie	0097576	{"title":"Indiana Jones and the Last Crusade (1989)"}	
movie	0097733	{"title":"Lethal Weapon 2 (1989)"}	
movie	0097757	{"title":"The Little Mermaid (1989)"}	
movie	0097814	{"title":"Majo no takky\u00FBbin (1989)"}	
movie	0097880	{"title":"The Mighty Quinn (1989)"}	
movie	0097958	{"title":"Christmas Vacation (1989)"}	
movie	0097965	{"title":"New York Stories (1989)"}	
movie	0098105	{"title":"Police Academy 6: City Under Siege (1989)"}	
movie	0098180	{"title":"Red Scorpion (1988)"}	
movie	0098258	{"title":"Say Anything... (1989)"}	
movie	0098282	{"title":"See No Evil, Hear No Evil (1989)"}	
movie	0098354	{"title":"Society (1989)"}	
movie	0098384	{"title":"Steel Magnolias (1989)"}	
movie	0098536	{"title":"Turner & Hooch (1989)"}	
movie	0098554	{"title":"Uncle Buck (1989)"}	
movie	0098635	{"title":"When Harry Met Sally... (1989)"}	
movie	0098724	{"title":"Sex, Lies, and Videotape (1989)"}	
movie	0099088	{"title":"Back to the Future Part III (1990)"}	
movie	0099277	{"title":"Class of 1999 (1990)"}	
movie	0099292	{"title":"The Comfort of Strangers (1990)"}	
movie	0099348	{"title":"Dances with Wolves (1990)"}	
movie	0099371	{"title":"Days of Thunder (1990)"}	
movie	0099423	{"title":"Die Hard 2 (1990)"}	
movie	0099487	{"title":"Edward Scissorhands (1990)"}	
movie	0099523	{"title":"Evil Spirits (1990)"}	
movie	0099575	{"title":"Fire Birds (1990)"}	
movie	0099653	{"title":"Ghost (1990)"}	
movie	0099674	{"title":"The Godfather: Part III (1990)"}	
movie	0099685	{"title":"Goodfellas (1990)"}	
movie	0099785	{"title":"Home Alone (1990)"}	
movie	0099810	{"title":"The Hunt for Red October (1990)"}	
movie	0099819	{"title":"I Love You to Death (1990)"}	
movie	0100150	{"title":"Miller's Crossing (1990)"}	
movie	0100157	{"title":"Misery (1990)"}	
movie	0100211	{"title":"Music Box (1989)"}	
movie	0100318	{"title":"Pacific Heights (1990)"}	
movie	0100405	{"title":"Pretty Woman (1990)"}	
movie	0100502	{"title":"RoboCop 2 (1990)"}	
movie	0100802	{"title":"Total Recall (1990)"}	
movie	0101329	{"title":"An American Tail: Fievel Goes West (1991)"}	
movie	0101410	{"title":"Barton Fink (1991)"}	
movie	0101414	{"title":"Beauty and the Beast (1991)"}	
movie	0101507	{"title":"Boyz n the Hood (1991)"}	
movie	0101587	{"title":"City Slickers (1991)"}	
movie	0101700	{"title":"Delicatessen (1991)"}	
movie	0101746	{"title":"The Doctor (1991)"}	
movie	0101798	{"title":"Edward II (1991)"}	
movie	0101921	{"title":"Fried Green Tomatoes (1991)"}	
movie	0102138	{"title":"JFK (1991)"}	
movie	0102181	{"title":"Kafka (1991)"}	
movie	0102250	{"title":"L.A. Story (1991)"}	
movie	0102439	{"title":"To meteoro vima tou pelargou (1991)"}	
movie	0102494	{"title":"My Own Private Idaho (1991)"}	
movie	0102603	{"title":"Oscar (1991)"}	
movie	0102685	{"title":"Point Break (1991)"}	
movie	0102719	{"title":"Problem Child 2 (1991)"}	
movie	0102798	{"title":"Robin Hood: Prince of Thieves (1991)"}	
movie	0102926	{"title":"The Silence of the Lambs (1991)"}	
movie	0103030	{"title":"Tacones lejanos (1991)"}	
movie	0103060	{"title":"Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)"}	
movie	0103064	{"title":"Terminator 2: Judgment Day (1991)"}	
movie	0103243	{"title":"Where Angels Fear to Tread (1991)"}	
movie	0103251	{"title":"White Palace (1990)"}	
movie	0103596	{"title":"3 Ninjas (1992)"}	
movie	0103639	{"title":"Aladdin (1992)"}	
movie	0103793	{"title":"Benny's Video (1992)"}	
movie	0103855	{"title":"The Bodyguard (1992)"}	
movie	0103874	{"title":"Dracula (1992)"}	
movie	0103893	{"title":"Buffy the Vampire Slayer (1992)"}	
movie	0103905	{"title":"C'est arriv\u00E9 pr\u00E8s de chez vous (1992)"}	
movie	0103919	{"title":"Candyman (1992)"}	
movie	0103939	{"title":"Chaplin (1992)"}	
movie	0104181	{"title":"Wuthering Heights (1992)"}	
movie	0104187	{"title":"Encino Man (1992)"}	
movie	0104257	{"title":"A Few Good Men (1992)"}	
movie	0104348	{"title":"Glengarry Glen Ross (1992)"}	
movie	0104361	{"title":"A Grand Day Out with Wallace and Gromit (1989)"}	
movie	0104427	{"title":"Hoffa (1992)"}	
movie	0104431	{"title":"Home Alone 2: Lost in New York (1992)"}	
movie	0104452	{"title":"HouseSitter (1992)"}	
movie	0104466	{"title":"Husbands and Wives (1992)"}	
movie	0104545	{"title":"Jam\u00F3n, jam\u00F3n (1992)"}	
movie	0104694	{"title":"A League of Their Own (1992)"}	
movie	0104797	{"title":"Malcolm X (1992)"}	
movie	0104952	{"title":"My Cousin Vinny (1992)"}	
movie	0105046	{"title":"Of Mice and Men (1992)"}	
movie	0105112	{"title":"Patriot Games (1992)"}	
movie	0105130	{"title":"Peter's Friends (1992)"}	
movie	0105236	{"title":"Reservoir Dogs (1992)"}	
movie	0105265	{"title":"A River Runs Through It (1992)"}	
movie	0105435	{"title":"Sneakers (1992)"}	
movie	0105643	{"title":"Troll 2 (1990)"}	
movie	0105695	{"title":"Unforgiven (1992)"}	
movie	0105793	{"title":"Wayne's World (1992)"}	
movie	0106246	{"title":"Alive (1993)"}	
movie	0106308	{"title":"Army of Darkness (1992)"}	
movie	0106489	{"title":"A Bronx Tale (1993)"}	
movie	0106519	{"title":"Carlito's Way (1993)"}	
movie	0106677	{"title":"Dazed and Confused (1993)"}	
movie	0106732	{"title":"Distant Cousins (1993)"}	
movie	0106770	{"title":"Dragon: The Bruce Lee Story (1993)"}	
movie	0106856	{"title":"Falling Down (1993)"}	
movie	0106912	{"title":"Fire in the Sky (1993)"}	
movie	0106977	{"title":"The Fugitive (1993)"}	
movie	0107048	{"title":"Groundhog Day (1993)"}	
movie	0107151	{"title":"The House of the Spirits (1993)"}	
movie	0107207	{"title":"In the Name of the Father (1993)"}	
movie	0107282	{"title":"The Joy Luck Club (1993)"}	
movie	0107290	{"title":"Jurassic Park (1993)"}	
movie	0107362	{"title":"Last Action Hero (1993)"}	
movie	0107387	{"title":"Leprechaun (1993)"}	
movie	0107554	{"title":"Menace II Society (1993)"}	
movie	0107611	{"title":"Mr. Jones (1993)"}	
movie	0107614	{"title":"Mrs. Doubtfire (1993)"}	
movie	0107688	{"title":"The Nightmare Before Christmas (1993)"}	
movie	0107692	{"title":"J\u00FBb\u00EA ninp\u00FBch\u00F4 (1993)"}	
movie	0107798	{"title":"The Pelican Brief (1993)"}	
movie	0107808	{"title":"A Perfect World (1993)"}	
movie	0107969	{"title":"Rising Sun (1993)"}	
movie	0107978	{"title":"RoboCop 3 (1993)"}	
movie	0108037	{"title":"The Sandlot (1993)"}	
movie	0108052	{"title":"Schindler's List (1993)"}	
movie	0108160	{"title":"Sleepless in Seattle (1993)"}	
movie	0108255	{"title":"Super Mario Bros. (1993)"}	
movie	0108308	{"title":"Teenage Mutant Ninja Turtles III (1993)"}	
movie	0108330	{"title":"This Boy's Life (1993)"}	
movie	0108358	{"title":"Tombstone (1993)"}	
movie	0108394	{"title":"Trois couleurs: Bleu (1993)"}	
movie	0108399	{"title":"True Romance (1993)"}	
movie	0108550	{"title":"What's Eating Gilbert Grape (1993)"}	
movie	0108598	{"title":"Wallace & Gromit in The Wrong Trousers (1993)"}	
movie	0109040	{"title":"Ace Ventura: Pet Detective (1994)"}	
movie	0109303	{"title":"Blown Away (1994)"}	
movie	0109369	{"title":"Camp Nowhere (1994)"}	
movie	0109445	{"title":"Clerks. (1994)"}	
movie	0109506	{"title":"The Crow (1994)"}	
movie	0109517	{"title":"Cyborg Cop (1993)"}	
movie	0109676	{"title":"Drop Zone (1994)"}	
movie	0109686	{"title":"Dumb & Dumber (1994)"}	
movie	0109688	{"title":"Dung che sai duk (1994)"}	
movie	0109830	{"title":"Forrest Gump (1994)"}	
movie	0110005	{"title":"Heavenly Creatures (1994)"}	
movie	0110148	{"title":"Interview with the Vampire: The Vampire Chronicles (1994)"}	
movie	0110157	{"title":"Iron Will (1994)"}	
